LEFT_HAND,RIGHT_HAND,THUMB_CMC_DISTANCE_FROM_WRIST,THUMB_MCP_DISTANCE_FROM_WRIST,THUMB_IP_DISTANCE_FROM_WRIST,THUMB_TIP_DISTANCE_FROM_WRIST,INDEX_FINGER_MCP_DISTANCE_FROM_WRIST,INDEX_FINGER_PIP_DISTANCE_FROM_WRIST,INDEX_FINGER_DIP_DISTANCE_FROM_WRIST,INDEX_FINGER_TIP_DISTANCE_FROM_WRIST,MIDDLE_FINGER_MCP_DISTANCE_FROM_WRIST,MIDDLE_FINGER_PIP_DISTANCE_FROM_WRIST,MIDDLE_FINGER_DIP_DISTANCE_FROM_WRIST,MIDDLE_FINGER_TIP_DISTANCE_FROM_WRIST,RING_FINGER_MCP_DISTANCE_FROM_WRIST,RING_FINGER_PIP_DISTANCE_FROM_WRIST,RING_FINGER_DIP_DISTANCE_FROM_WRIST,RING_FINGER_TIP_DISTANCE_FROM_WRIST,PINKY_MCP_DISTANCE_FROM_WRIST,PINKY_PIP_DISTANCE_FROM_WRIST,PINKY_DIP_DISTANCE_FROM_WRIST,PINKY_TIP_DISTANCE_FROM_WRIST,THUMB_CMC_ANGLE_FROM_WRIST,THUMB_MCP_ANGLE_FROM_WRIST,THUMB_IP_ANGLE_FROM_WRIST,THUMB_TIP_ANGLE_FROM_WRIST,INDEX_FINGER_MCP_ANGLE_FROM_WRIST,INDEX_FINGER_PIP_ANGLE_FROM_WRIST,INDEX_FINGER_DIP_ANGLE_FROM_WRIST,INDEX_FINGER_TIP_ANGLE_FROM_WRIST,MIDDLE_FINGER_MCP_ANGLE_FROM_WRIST,MIDDLE_FINGER_PIP_ANGLE_FROM_WRIST,MIDDLE_FINGER_DIP_ANGLE_FROM_WRIST,MIDDLE_FINGER_TIP_ANGLE_FROM_WRIST,RING_FINGER_MCP_ANGLE_FROM_WRIST,RING_FINGER_PIP_ANGLE_FROM_WRIST,RING_FINGER_DIP_ANGLE_FROM_WRIST,RING_FINGER_TIP_ANGLE_FROM_WRIST,PINKY_MCP_ANGLE_FROM_WRIST,PINKY_PIP_ANGLE_FROM_WRIST,PINKY_DIP_ANGLE_FROM_WRIST,PINKY_TIP_ANGLE_FROM_WRIST,label
0,1,0.040495984,0.07652084,0.10136256,0.12168001,0.099230714,0.12720588,0.09160724,0.078855634,0.10062787,0.116518535,0.07107454,0.06566661,0.10594791,0.10853883,0.06225511,0.058043618,0.11553763,0.1091248,0.07464232,0.070246436,0.28092825,0.3457448,0.38571227,0.4078401,0.4474005,0.4646301,0.43169084,0.42031077,0.0,0.49995428,0.46080104,0.45833573,0.5461443,0.54001844,0.5163248,0.5127267,0.5856,0.5777342,0.57314944,0.574895,closed
0,1,0.03971886,0.07457787,0.10164324,0.12486148,0.101544365,0.1320482,0.096848935,0.08151818,0.10367897,0.12412154,0.078017645,0.06753869,0.109015755,0.11633403,0.067362435,0.05748415,0.1174499,0.115975276,0.07933659,0.07100528,0.27455637,0.34968737,0.39073366,0.41614085,0.4529776,0.46628475,0.43628702,0.42247328,0.0,0.49845362,0.4639062,0.4577618,0.5426327,0.53301704,0.50948524,0.5052179,0.5803764,0.5655356,0.55975485,0.56491643,closed
0,1,0.041565888,0.07751498,0.10421039,0.12698103,0.102088325,0.1348823,0.09854843,0.08295622,0.10329343,0.12816744,0.08085084,0.06939176,0.10780393,0.11972545,0.0700168,0.059125926,0.11564362,0.12065109,0.08347335,0.0731207,0.28188622,0.35182256,0.396739,0.41865146,0.4524392,0.471568,0.4418526,0.42567667,0.0,0.50309294,0.46962592,0.46116644,0.54219925,0.5357823,0.51310444,0.50776714,0.5802534,0.56719327,0.5613037,0.5652775,closed
0,1,0.0422437,0.07706974,0.1037771,0.12640181,0.102841415,0.13587038,0.09736265,0.08219726,0.104071274,0.12711975,0.07787895,0.06770884,0.107817486,0.1188393,0.06803293,0.058285315,0.1150484,0.11932397,0.081101604,0.07121717,0.2737765,0.34677175,0.39499116,0.41724002,0.45298585,0.46970135,0.43807468,0.42302755,0.0,0.5002335,0.4635941,0.4578362,0.5412739,0.5337707,0.5098764,0.5061323,0.57899594,0.5663283,0.55973923,0.56296957,closed
0,1,0.04215564,0.07892864,0.10528674,0.12738892,0.10310991,0.13453601,0.09745137,0.08335421,0.105602,0.1264739,0.07773182,0.06873098,0.11057827,0.11718116,0.066213414,0.057901323,0.11830042,0.11610741,0.07816369,0.07083936,0.27534485,0.3440197,0.3905179,0.41129306,0.45195466,0.4648182,0.4314379,0.4201015,0.0,0.49805632,0.46049708,0.4585971,0.5411802,0.5319398,0.5065083,0.50526726,0.5778942,0.5640547,0.5570959,0.562392,closed
0,1,0.0429001,0.07814224,0.105181485,0.12720145,0.10270987,0.13485958,0.09944254,0.08435196,0.104541816,0.12689812,0.07965727,0.06945787,0.109962665,0.116433315,0.0674693,0.058881175,0.11925782,0.11764583,0.07965398,0.07082309,0.27809605,0.34952143,0.39220223,0.414213,0.45117265,0.46846217,0.43567154,0.42134672,0.0,0.50112367,0.46285617,0.45604396,0.54331875,0.533869,0.50725156,0.5039079,0.58155185,0.56711227,0.5596771,0.56398594,closed
0,1,0.043392953,0.07914451,0.10580528,0.12720412,0.101988,0.13192207,0.09964397,0.084950946,0.10334664,0.121443406,0.07651171,0.06954852,0.108414404,0.10935488,0.064134836,0.05955209,0.11748418,0.11059336,0.075118124,0.0690009,0.27927247,0.34931812,0.38882098,0.40783373,0.44885722,0.4665998,0.43719485,0.42430598,0.0,0.5020965,0.4618188,0.4520211,0.545024,0.5375768,0.5106223,0.504126,0.5839493,0.57304215,0.56682855,0.5685795,closed
0,1,0.044251136,0.0806726,0.10680574,0.12708053,0.10102872,0.12962662,0.09682479,0.084498525,0.10079252,0.119777754,0.076208316,0.06903852,0.10489526,0.10830325,0.06336822,0.05791208,0.11362394,0.10881963,0.07357435,0.06665421,0.28627864,0.34939757,0.38607246,0.40719935,0.4488346,0.46634358,0.43171114,0.4191597,0.0,0.50293756,0.4615275,0.45374945,0.547149,0.54081094,0.5115346,0.5037772,0.58822984,0.5781773,0.571496,0.57334286,closed
0,1,0.04356051,0.081312984,0.108688414,0.1276396,0.10146418,0.12657185,0.09707184,0.08413462,0.099751376,0.115111046,0.075126655,0.06748702,0.10304782,0.10463087,0.061344944,0.0544352,0.11214217,0.104438566,0.06977398,0.061895844,0.29909027,0.35611984,0.38412258,0.4054266,0.44721845,0.4646379,0.4321378,0.41935256,0.0,0.503353,0.4608724,0.45065194,0.55032575,0.5463705,0.5152606,0.50369966,0.59462154,0.58540946,0.5794451,0.58086264,closed
0,1,0.044294726,0.081343986,0.1081703,0.12757976,0.10089147,0.124819815,0.095518,0.08266003,0.10100843,0.11354532,0.0754656,0.06738583,0.10494608,0.10028804,0.060863387,0.055293635,0.11293485,0.098359875,0.067153744,0.062345818,0.29682845,0.35169014,0.3780707,0.39900097,0.44905376,0.45711657,0.42426565,0.41395634,0.0,0.4922893,0.4536124,0.45112813,0.54797494,0.5337569,0.50411224,0.5018694,0.5892277,0.5742941,0.56491494,0.56964606,closed
0,1,0.04590159,0.08392065,0.10997945,0.12836906,0.10047959,0.12361695,0.097796835,0.085010014,0.09723031,0.11035602,0.07433338,0.06682102,0.10009489,0.09792144,0.059199296,0.053871542,0.109708294,0.09852132,0.06784096,0.063282065,0.3033023,0.35770467,0.38380983,0.40106213,0.44310993,0.45766926,0.42465672,0.41376838,0.0,0.49906474,0.45453444,0.4469992,0.55445087,0.5467548,0.51473784,0.50917524,0.6012731,0.5906707,0.5836359,0.58785534,closed
0,1,0.04509352,0.08503514,0.11254314,0.1311108,0.10261484,0.12322431,0.09571298,0.085672274,0.09823406,0.10782016,0.07250403,0.068581946,0.09932783,0.09542369,0.057858117,0.05578494,0.107665926,0.09696055,0.06663603,0.06365158,0.30941924,0.35904288,0.38251087,0.39930695,0.4450204,0.45889863,0.42425063,0.41540077,0.0,0.49686214,0.45045242,0.44900084,0.55443174,0.5445742,0.5111089,0.50994635,0.6030484,0.59246236,0.58388346,0.5879445,closed
0,1,0.04860895,0.08986736,0.11663531,0.13453157,0.10177251,0.12240557,0.098783225,0.08707035,0.0938757,0.10544016,0.07367198,0.06592785,0.09331246,0.09223442,0.05694984,0.04966794,0.10113372,0.0915338,0.061889134,0.05368,0.3210283,0.363527,0.38837507,0.40650553,0.44335413,0.45985174,0.4307897,0.41793442,0.0,0.50115967,0.4586579,0.44512612,0.55861455,0.5524533,0.5160062,0.4983057,0.6119108,0.60080934,0.58995956,0.58575517,closed
0,1,0.047352728,0.08863741,0.11607668,0.13459685,0.101232536,0.12187555,0.09843968,0.08786618,0.09491691,0.10149756,0.07102355,0.066660084,0.09427101,0.08828561,0.05427586,0.05116428,0.10145846,0.08732354,0.058651637,0.05452202,0.31498802,0.35954475,0.38147587,0.3970584,0.44446188,0.4534325,0.42018703,0.41143066,0.0,0.4917683,0.44469726,0.44468826,0.5569078,0.5425715,0.50327873,0.4994864,0.608977,0.59514046,0.5805393,0.58110774,closed
0,1,0.04980405,0.09149229,0.11924878,0.13697185,0.100269504,0.12337285,0.10265048,0.09012636,0.091023125,0.101987116,0.07307691,0.06593797,0.089082435,0.08577177,0.053034224,0.04810383,0.09562102,0.081178896,0.05333044,0.04938045,0.31444564,0.35751292,0.38305202,0.40351063,0.44202873,0.45096165,0.41896373,0.40654373,0.0,0.4929982,0.44704625,0.4424193,0.5618317,0.5448537,0.50499904,0.5031306,0.6177519,0.5974692,0.5847636,0.5920973,closed
0,1,0.049142122,0.09160214,0.121841565,0.13971037,0.10331167,0.124086305,0.103985935,0.09233203,0.09261778,0.10300992,0.07449431,0.06651114,0.089381084,0.08806634,0.055042244,0.04870252,0.09526926,0.08367029,0.05574038,0.05110783,0.32105616,0.3623373,0.38427195,0.403703,0.4432569,0.4518738,0.41770554,0.40570885,0.0,0.49342698,0.44532815,0.4405107,0.5629573,0.54803604,0.5085587,0.5073412,0.62142736,0.60230756,0.58996665,0.59826666,closed
0,1,0.05035518,0.095836595,0.12508896,0.14342186,0.104785606,0.12501803,0.10335037,0.09192016,0.09436813,0.10477663,0.07665988,0.06966357,0.0904311,0.08493757,0.05380806,0.049268063,0.0955253,0.07785272,0.05065371,0.04685238,0.32125452,0.36355802,0.3867858,0.4039058,0.44476923,0.45059812,0.4177572,0.40884873,0.0,0.4905253,0.4470038,0.44594324,0.5609524,0.5405344,0.4972239,0.49476996,0.61896276,0.59848434,0.5794782,0.58001083,closed
0,1,0.0517692,0.09450205,0.121251374,0.13949764,0.10134216,0.12151351,0.09973135,0.08766339,0.09162397,0.10200375,0.073572546,0.065705225,0.088925876,0.08487933,0.052769337,0.04659741,0.09500452,0.08004488,0.0525011,0.047634844,0.31535572,0.35771763,0.38259095,0.39866045,0.44324985,0.44820812,0.41467065,0.40513346,0.0,0.48913094,0.44372505,0.4413128,0.5618485,0.539699,0.49782446,0.49788347,0.6197412,0.59617066,0.5777514,0.5829708,closed
0,1,0.048254445,0.090318926,0.11471941,0.13197578,0.09719179,0.119388394,0.09624442,0.08455672,0.090162404,0.101201564,0.06974915,0.06362717,0.09001269,0.08764282,0.052641917,0.049629707,0.09781869,0.085738085,0.05740241,0.055945393,0.30269372,0.34815037,0.37623504,0.39475036,0.4410029,0.4445829,0.40772894,0.39958283,0.0,0.486401,0.438893,0.44597676,0.5604519,0.5389375,0.5021317,0.51237464,0.6150858,0.5935958,0.58181995,0.5927025,closed
0,1,0.045333598,0.08783409,0.11131194,0.12815347,0.09717723,0.11786235,0.09311877,0.082566254,0.09120113,0.100634545,0.06747308,0.06283941,0.092347585,0.09059587,0.053307783,0.04970183,0.10153595,0.088902794,0.058806524,0.055618048,0.30172282,0.3495674,0.3796409,0.39963076,0.44076985,0.45216733,0.4145702,0.40375227,0.0,0.49442026,0.4445035,0.44499108,0.5584971,0.54661745,0.51009715,0.5084805,0.61031,0.59809077,0.5859116,0.58565795,closed
0,1,0.04183673,0.078830875,0.101811685,0.12129511,0.095676966,0.1188115,0.089015655,0.077339344,0.09331912,0.104521684,0.065996744,0.06192984,0.097092085,0.09813355,0.05621757,0.0530394,0.10753371,0.0992987,0.065475166,0.060069498,0.2765216,0.33701918,0.37911156,0.40142876,0.4430313,0.4577748,0.41815084,0.40255252,0.0,0.4950394,0.44701752,0.44845814,0.5531899,0.541678,0.5114838,0.5100777,0.5990835,0.5850415,0.5742367,0.5735341,closed
0,1,0.04348623,0.079205714,0.10190866,0.12110208,0.09392594,0.1211794,0.088135146,0.07683945,0.092289686,0.11077375,0.0677272,0.06073357,0.097127676,0.104297094,0.057244424,0.049962185,0.108099304,0.10567976,0.0686061,0.059438985,0.27779505,0.3419348,0.38670683,0.4083083,0.44244435,0.4659196,0.42717132,0.40794837,0.0,0.5024358,0.45784476,0.45278642,0.55082315,0.5434888,0.5138655,0.5047021,0.5939266,0.5813727,0.57332563,0.5730963,closed
0,1,0.03785927,0.07483394,0.10195596,0.1251802,0.10395688,0.13022122,0.09237097,0.07975857,0.10682541,0.123398334,0.075170636,0.068754405,0.111914866,0.11790258,0.067520894,0.062067267,0.12033897,0.11733436,0.07946444,0.073566176,0.27158448,0.3431113,0.3906971,0.41343272,0.45399395,0.46234143,0.4303871,0.4205777,0.0,0.4934981,0.4590125,0.4634294,0.540179,0.5286542,0.50829095,0.51242673,0.5762532,0.56083786,0.5553648,0.5620637,closed
0,1,0.039325237,0.07582755,0.10478395,0.12969969,0.10216054,0.13843632,0.09925761,0.082567446,0.10278624,0.1320355,0.082328126,0.068777494,0.105512075,0.12356357,0.06961751,0.05509168,0.112313375,0.12374908,0.08259373,0.06810108,0.2715782,0.34970984,0.40200344,0.42620513,0.45488194,0.4719674,0.44050917,0.4209839,0.0,0.50211626,0.46829143,0.4576447,0.5404551,0.53317326,0.5086856,0.50039315,0.5787057,0.564093,0.5560884,0.5583052,closed
0,1,0.04013784,0.076213956,0.10798166,0.13454612,0.10683125,0.14385498,0.101558365,0.084978044,0.108730145,0.14046235,0.08698519,0.072955415,0.1116793,0.12500887,0.07004701,0.05923805,0.116954744,0.12110026,0.08219101,0.07436597,0.27761284,0.3641296,0.41311994,0.43332335,0.458695,0.47426274,0.44412902,0.4295367,0.0,0.5035032,0.4727483,0.46476153,0.536947,0.52974844,0.5072611,0.50524575,0.5709452,0.55654585,0.55163646,0.5591326,closed
0,1,0.038262278,0.077808745,0.11231805,0.14146139,0.1126591,0.14973778,0.10684849,0.08966437,0.114453554,0.14591336,0.091760844,0.078054525,0.11584704,0.13179298,0.07627932,0.064815246,0.118553214,0.124896094,0.0857933,0.07719819,0.28431958,0.37030455,0.41680804,0.43819973,0.46198228,0.47439986,0.4472696,0.43552572,0.0,0.5013059,0.4731645,0.4687602,0.5338647,0.5249739,0.50349015,0.50336003,0.56641084,0.54985875,0.5436342,0.55110204,closed
0,1,0.037634376,0.07835896,0.11423517,0.14481206,0.115923606,0.1580932,0.11720311,0.09475195,0.11701392,0.155806,0.10275235,0.082770504,0.1171801,0.13895568,0.08428615,0.06825254,0.117995486,0.1300875,0.09154781,0.07982766,0.30390015,0.38771066,0.42296833,0.44225907,0.4638544,0.47735384,0.4585441,0.4468681,0.0,0.50334483,0.4824918,0.47288287,0.5337559,0.52574056,0.50913084,0.5055964,0.5671387,0.5503965,0.54588944,0.552396,closed
0,1,0.038781054,0.080970235,0.11933646,0.1503686,0.119203635,0.16072029,0.11558408,0.09693526,0.11937188,0.15596502,0.10011146,0.08554592,0.11839307,0.14058287,0.083374724,0.07097783,0.11807825,0.13182847,0.09118773,0.0804931,0.30119264,0.38927907,0.4265343,0.4469591,0.46586195,0.47916764,0.45640695,0.4458058,0.0,0.5028232,0.47816053,0.47406793,0.53217924,0.52489585,0.50468564,0.5039588,0.56455994,0.5487916,0.54262817,0.55008984,closed
0,1,0.037486803,0.08125856,0.12135468,0.15516445,0.12342717,0.16607511,0.12240358,0.101801105,0.12363905,0.16050288,0.103729405,0.08693811,0.12190506,0.14315559,0.08498371,0.07211063,0.12023608,0.1322163,0.09122591,0.08117211,0.2987962,0.39187858,0.4311367,0.45007968,0.46710774,0.48026952,0.46143973,0.45313787,0.0,0.5035671,0.48087886,0.47542167,0.5307216,0.52315193,0.50468844,0.50406146,0.5620235,0.5452019,0.54060066,0.5487011,closed
0,1,0.038337044,0.084286824,0.1263935,0.16276875,0.12777409,0.1738958,0.12918223,0.106945165,0.12687008,0.16623765,0.10855517,0.091207854,0.12378898,0.14770214,0.08815535,0.07418024,0.12083978,0.1334865,0.091739506,0.08079054,0.31204206,0.39880434,0.4369654,0.45519045,0.4708416,0.4823795,0.46255475,0.452652,0.0,0.50185096,0.47921142,0.47518423,0.52866346,0.52025425,0.50160414,0.50187385,0.5595162,0.54192436,0.53593755,0.54415834,closed
0,1,0.04027389,0.0912883,0.13602097,0.17267852,0.13481984,0.18092427,0.13552834,0.11185666,0.13221893,0.17350721,0.11599477,0.09716437,0.12694368,0.15472989,0.09605758,0.080107704,0.12175658,0.13923594,0.09855165,0.08554078,0.3356465,0.413423,0.4430239,0.45744228,0.47351313,0.48298082,0.4647208,0.45749688,0.0,0.50175595,0.48113,0.47796202,0.52703255,0.5188004,0.501657,0.50264215,0.5574947,0.53956133,0.5326557,0.54044515,closed
0,1,0.038698565,0.09212337,0.13915138,0.1782988,0.13923012,0.18813476,0.13935803,0.11414333,0.13596219,0.17992732,0.119998924,0.10041201,0.12937771,0.15694271,0.09642661,0.08007654,0.12218177,0.13845767,0.09615993,0.08230104,0.33995152,0.41749054,0.44644558,0.46140194,0.47548366,0.48356086,0.4655647,0.45922086,0.0,0.5015528,0.48207492,0.4804398,0.525818,0.5185767,0.5009479,0.50181293,0.5557089,0.53897727,0.5312345,0.5383706,closed
0,1,0.039064042,0.0947344,0.14396803,0.18305652,0.14149503,0.1934182,0.1448959,0.119093,0.13694951,0.1813823,0.12168882,0.103349835,0.1291568,0.15795134,0.09808527,0.083059296,0.12066439,0.1410592,0.09887481,0.08460662,0.347717,0.42181724,0.45064658,0.4638943,0.47596642,0.48647174,0.47084028,0.46394834,0.0,0.50282896,0.4836833,0.48072526,0.52524185,0.5198326,0.5026256,0.50219446,0.554651,0.5397752,0.5328833,0.5391007,closed
